1st Year Fee in USD,1st Year Total Fee,1st year Fee in INR,Academic Excellence & Success Fee INR ,Academic Excellence & Success Fee USD ,Academic Excellence Fee INR ,Academic Excellence Fee USD ,Academic Facilities Fee INR ,Academic Facilities Fee USD ,Academic Fees INR ,Academic Fees USD ,Academic Records Fee INR ,Academic Records Fee USD ,Accommodation Reservation Charge INR ,Accommodation Reservation Charge USD ,Accommodation Service Fee INR ,Accommodation Service Fee USD ,Accomodation Offered,Ackerman/Kerckhoff Seismic Fee INR ,Ackerman/Kerckhoff Seismic Fee USD ,Activity & Service fee INR ,Activity & Service fee USD ,Activity Fee INR ,Activity Fee USD ,Activity Fees INR ,Activity Fees USD ,Additional Assessment Fee INR ,Additional Assessment Fee USD ,Additional fee INR ,Additional fee USD ,Administrative Fee INR ,Administrative Fee USD ,Advising & Assessment Fee INR ,Advising & Assessment Fee USD ,Application Fee INR ,Application Fee USD ,Application Fees INR ,Application Fees USD ,Application fee INR ,Application fee USD ,Associated Student Body Fee INR ,Associated Student Body Fee USD ,Associated Students Inc INR ,Associated Students Inc USD ,Athletic Fee INR ,Athletic Fee USD ,Athletic fee INR ,Athletic fee USD ,Bachelors,Between Semesters INR ,Between Semesters USD ,Books & Supplies INR ,Books & Supplies USD ,Books INR ,Books USD ,Books and Supplies INR ,Books and Supplies USD ,Books and Supplies fee INR ,Books and Supplies fee USD ,Books and supplies INR ,Books and supplies USD ,Books/Supplies INR ,Books/Supplies USD ,Books/Supplies/Transport/Personal INR ,Books/Supplies/Transport/Personal USD ,Books/supplies/other expenses INR ,Books/supplies/other expenses USD ,Building Fee INR ,Building Fee USD ,COE Program Enhancement Fee INR ,COE Program Enhancement Fee USD ,Campus Based Fees INR ,Campus Based Fees USD ,Campus Fee INR ,Campus Fee USD ,Campus Fees INR ,Campus Fees USD ,Campus Life Fee INR ,Campus Life Fee USD ,Campus Rec Facility Fee INR ,Campus Rec Facility Fee USD ,Campus Union Fee INR ,Campus Union Fee USD ,Campus security Fee INR ,Campus security Fee USD ,Capital Construction Fee INR ,Capital Construction Fee USD ,Class 12th,Clothing/ Maintenance INR ,Clothing/ Maintenance USD ,College Fee INR ,College Fee USD ,Commencement Fee INR ,Commencement Fee USD ,Comprehensive Fee INR ,Comprehensive Fee USD ,Computer / Technology Fee INR ,Computer / Technology Fee USD ,Computer Purchase INR ,Computer Purchase USD ,Computer/Cell Phone INR ,Computer/Cell Phone USD ,Computing and Network Services INR ,Computing and Network Services USD ,CourseName,Discipline Fee INR ,Discipline Fee USD ,Document Evaluation INR ,Document Evaluation USD ,Document Fee INR ,Document Fee USD ,Duration,Early Childhood Edu Center Fee INR ,Early Childhood Edu Center Fee USD ,Engineering Activity Fee INR ,Engineering Activity Fee USD ,Engineering Equipment Fee INR ,Engineering Equipment Fee USD ,Engineering Fee INR ,Engineering Fee USD ,Engineering tuition surcharge INR ,Engineering tuition surcharge USD ,Enrollment Deposit INR ,Enrollment Deposit USD ,Enrollment Fee INR ,Enrollment Fee USD ,Enrollment deposit fee INR ,Enrollment deposit fee USD ,Facilities Fee INR ,Facilities Fee USD ,Fees INR ,Fees USD ,GRE,GRE Recommendation,General Activity Fee INR ,General Activity Fee USD ,General Fee INR ,General Fee USD ,Government Fee INR ,Government Fee USD ,Graduate Differential Fee INR ,Graduate Differential Fee USD ,Graduate Entering Fee INR ,Graduate Entering Fee USD ,Graduate General Fee INR ,Graduate General Fee USD ,Graduate Program Enhancement Fees INR ,Graduate Program Enhancement Fees USD ,Graduate Program Fee INR ,Graduate Program Fee USD ,Graduate Senate Tax INR ,Graduate Senate Tax USD ,Graduate Student Activity Fee INR ,Graduate Student Activity Fee USD ,Graduate Student Association Fee INR ,Graduate Student Association Fee USD ,Health Care Allowance INR ,Health Care Allowance USD ,Health Center Fee INR ,Health Center Fee USD ,Health Fee INR ,Health Fee USD ,Health Service Fee INR ,Health Service Fee USD ,Health Services Fee INR ,Health Services Fee USD ,Health and Counseling Center Fee INR ,Health and Counseling Center Fee USD ,Health and Wellness Fee INR ,Health and Wellness Fee USD ,Health fee INR ,Health fee USD ,Hostel & Meals INR ,Hostel & Meals USD ,Housing Application Fee INR ,Housing Application Fee USD ,Housing Application Fees INR ,Housing Application Fees USD ,Housing Deposit INR ,Housing Deposit USD ,Housing Fee INR ,Housing Fee USD ,IELTS,IELTS Recommendation,IT Service and Maintenance Fee INR ,IT Service and Maintenance Fee USD ,ITIE Fee INR ,ITIE Fee USD ,Incidentals INR ,Incidentals USD ,Information Technology Fee INR ,Information Technology Fee USD ,Information tech fee INR ,Information tech fee USD ,Insurance INR ,Insurance USD ,Intercollegiate Athletics Fee INR ,Intercollegiate Athletics Fee USD ,International Fee INR ,International Fee USD ,International Infrastructural Fee INR ,International Infrastructural Fee USD ,International Services Charge INR ,International Services Charge USD ,International Student Enrollment Fe INR ,International Student Enrollment Fe USD ,International Student Fee INR ,International Student Fee USD ,International Student Service Fee INR ,International Student Service Fee USD ,International student fee INR ,International student fee USD ,Lab Fee INR ,Lab Fee USD ,Laboratory Fees INR ,Laboratory Fees USD ,Level,Library & IT Fee INR ,Library & IT Fee USD ,Library Automation & Technology Fee INR ,Library Automation & Technology Fee USD ,Library Fee INR ,Library Fee USD ,Library Services Fee INR ,Library Services Fee USD ,Living Expenses INR ,Living Expenses USD ,Living expenses INR ,Living expenses USD ,Maintenance Fee INR ,Maintenance Fee USD ,Maintenance of Matriculation Fee INR ,Maintenance of Matriculation Fee USD ,Mandatory Fees INR ,Mandatory Fees USD ,Mandatory Health Fee INR ,Mandatory Health Fee USD ,Mandatory fees INR ,Mandatory fees USD ,Material & Supply Fee INR ,Material & Supply Fee USD ,Matriculation Fee INR ,Matriculation Fee USD ,Medical Plans INR ,Medical Plans USD ,Medical Service Fee INR ,Medical Service Fee USD ,Miscellaneous Expense INR ,Miscellaneous Expense USD ,Miscellaneous Fee INR ,Miscellaneous Fee USD ,Miscellaneous Fees INR ,Miscellaneous Fees USD ,Miscellaneous INR ,Miscellaneous USD ,Miscellaneous and Personal Expense INR ,Miscellaneous and Personal Expense USD ,Miscellaneous expense INR ,Miscellaneous expense USD ,Miscellaneous expenses INR ,Miscellaneous expenses USD ,Miscellaneous fee INR ,Miscellaneous fee USD ,Miscellaneous/Personal INR ,Miscellaneous/Personal USD ,New Student Fee INR ,New Student Fee USD ,New international student fee INR ,New international student fee USD ,Non resident financial aid fee INR ,Non resident financial aid fee USD ,One to One Fitness INR ,One to One Fitness USD ,Orientation Fee INR ,Orientation Fee USD ,Other Costs INR ,Other Costs USD ,Other Mandatory fees INR ,Other Mandatory fees USD ,Other expenses INR ,Other expenses USD ,Other fees INR ,Other fees USD ,PTE,PTE Recommendation,Personal & Misc. INR ,Personal & Misc. USD ,Personal & Miscellaneous INR ,Personal & Miscellaneous USD ,Personal / Misc INR ,Personal / Misc USD ,Personal Expenses INR ,Personal Expenses USD ,Personal INR ,Personal USD ,Personal expense INR ,Personal expense USD ,Personal expenses INR ,Personal expenses USD ,Personal/ travel Expenses INR ,Personal/ travel Expenses USD ,Personal/Miscellaneous INR ,Personal/Miscellaneous USD ,Private/Public,Program Fee INR ,Program Fee USD ,Property Deposit Fee INR ,Property Deposit Fee USD ,Rec Sports Fee INR ,Rec Sports Fee USD ,Records Initiation Fee INR ,Records Initiation Fee USD ,Recreation Center Expansion Fee INR ,Recreation Center Expansion Fee USD ,Recreation Center Fee INR ,Recreation Center Fee USD ,Recreation Fee INR ,Recreation Fee USD ,Recreation and Wellness Center Fee INR ,Recreation and Wellness Center Fee USD ,Reg Fee INR ,Reg Fee USD ,Registration Fee INR ,Registration Fee USD ,Registration and services fee INR ,Registration and services fee USD ,Required Fees INR ,Required Fees USD ,SPARC Fee INR ,SPARC Fee USD ,Schol Link,Schol Text,Scholarship Offered,School Fee INR ,School Fee USD ,School Supplies & Misc INR ,School Supplies & Misc USD ,"Security, Safety, and Transportatio INR ","Security, Safety, and Transportatio USD ",Service Fee INR ,Service Fee USD ,Special Service Fee INR ,Special Service Fee USD ,Student Activity Fee INR ,Student Activity Fee USD ,Student Affairs Fee INR ,Student Affairs Fee USD ,Student Assessment Fee INR ,Student Assessment Fee USD ,Student Athletic Fee INR ,Student Athletic Fee USD ,Student Athletics Fee INR ,Student Athletics Fee USD ,Student Center Fee INR ,Student Center Fee USD ,Student Computing Fee INR ,Student Computing Fee USD ,Student Development Fee INR ,Student Development Fee USD ,Student Excellence Fee INR ,Student Excellence Fee USD ,Student Facility Fee INR ,Student Facility Fee USD ,Student Fees INR ,Student Fees USD ,Student Financial Aid fee INR ,Student Financial Aid fee USD ,Student Health Fee INR ,Student Health Fee USD ,Student Health Services INR ,Student Health Services USD ,Student Life Fee INR ,Student Life Fee USD ,Student Orientation fee INR ,Student Orientation fee USD ,Student Programs Fee INR ,Student Programs Fee USD ,Student Programs and Services Fee INR ,Student Programs and Services Fee USD ,Student Service Facility Fee INR ,Student Service Facility Fee USD ,Student Service Fee INR ,Student Service Fee USD ,Student Services Fee INR ,Student Services Fee USD ,Student Success Fee INR ,Student Success Fee USD ,Student Union Fee INR ,Student Union Fee USD ,Student Union fee INR ,Student Union fee USD ,Sustainability fee INR ,Sustainability fee USD ,Swinney Rec fee INR ,Swinney Rec fee USD ,TOEFL,TOEFL Recommendation,Tech Fee INR ,Tech Fee USD ,Technology Fee INR ,Technology Fee USD ,Technology Fees INR ,Technology Fees USD ,Technology Infrastructure Fee INR ,Technology Infrastructure Fee USD ,Technology fee INR ,Technology fee USD ,Telephone/Cell Phone INR ,Telephone/Cell Phone USD ,Textbooks INR ,Textbooks USD ,Thesis Processing Fee INR ,Thesis Processing Fee USD ,Total INR ,Total USD ,Transport/Miscellaneous INR ,Transport/Miscellaneous USD ,Transportation Fee INR ,Transportation Fee USD ,Transportation INR ,Transportation USD ,Tuition Deposit INR ,Tuition Deposit USD ,UPass Fee INR ,UPass Fee USD ,URL,University Center Fee INR ,University Center Fee USD ,University Charge INR ,University Charge USD ,University Facilities Fee INR ,University Facilities Fee USD ,University Services Fee INR ,University Services Fee USD ,University Student Union INR ,University Student Union USD ,University and Student Fees INR ,University and Student Fees USD ,University-Student Union INR ,University-Student Union USD ,Wellness Center Fee INR ,Wellness Center Fee USD ,Wellness Fee INR ,Wellness Fee USD ,Work experience
"15,411",Rs 15.3 Lakhs,"9,96,321",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,"32,325",500,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,"GRE is optional, not mandatory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,99,330","4,630",,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,"1,93,950","3,000",,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,"Rs. 5,28,837","USD 8,180",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-dayton/master-of-science-in-mechanical-engineering,,,"3,233",50,,,,,,,,,,,,,,,
"13,310",Rs 17.3 Lakhs,"8,60,492",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,"1,03,440","1,600",,,,,,,,,,,,,,,,,,,,,"3,297",51,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,GRE are strongly recommended to be considered for graduate assistantship positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,45,646","8,440",,,,,,,,,6.5,,,,,,,,,,,,"90,963","1,407",,,,,,,,,"12,930",200,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,"Rs. 8,71,159","USD 13,475",,,,,"1,14,883","1,777",,,,,https://studyabroad.shiksha.com/usa/universities/wichita-state-university/master-of-science-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"20,945",Rs 23.6 Lakhs,"13,54,094",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,"1,29,300","2,000","64,650","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,,,,,,,1 Years,,,,,,,,,,,,,,,,,,,,,305,Minimum Verbal Score: 150 and Minimum Quantitative Score: 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,82,497","9,010",,,,,,,,,6.5,,,,,,,,,,,,"1,46,497","2,266",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,"80,813","1,250",,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,"Rs. 10,03,756","USD 15,526",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/florida-state-university/master-of-science-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"30,192",Rs 23.9 Lakhs,"19,51,913",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"4,202",65,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,"77,580","1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechtronics Systems Engineering,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,"16,486",255,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,"1,71,969","2,660",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87,859","1,359",,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,"Rs. 4,38,586","USD 6,784",,,,,"80,489","1,245",,,,,https://studyabroad.shiksha.com/usa/universities/university-of-denver/master-of-science-in-mechtronics-systems-engineering,,,,,,,,,,,,,,,,,,,
"18,686",Rs 16.6 Lakhs,"12,08,050",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Industrial Engineering,,,,,,,1.5 - 2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,33,284","6,702",,,,,,,,,6.5,Students that score below a 6.5 are highly recommended to enroll in ESL coursework in addition to the academic coursework,"6,465",100,,,,,,,,,,,,,,,,,,,,,"14,546",225,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ltu.edu/futurestudents/international/finaid_scholarship.asp,['University provides scholarships to international graduate students based on highly competitive eligibility criteria'],Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Students that score below a 79 are highly recommended to enroll in ESL coursework in addition to the academic coursework,,,,,,,,,,,,,,,,,"Rs. 4,54,296","USD 7,027",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/lawrence-technological-university/msc-industrial-engineering,,,,,,,,,,,,,,,,,,,
"41,222",Rs 33.9 Lakhs,"26,65,002",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,"22,628",350,Master of Science (MS)  in Mechanical Engineering,,,,,,,1 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,75,593","10,450",,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,"11,637",180,,,,,"3,879",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,"Rs. 7,29,252","USD 11,280",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-pittsburgh/master-of-science-ms-in-mechanical-engineering,,,,,,,,,,,,,,,,,"15,516",240,
"25,056",Rs 22.3 Lakhs,"16,19,870",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"3,879",60,,,,,,,,,,,,,2.70 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Masters of Science Mechanical Engineering (M.S.M.E.),,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,06,029","9,374",,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,"Rs. 6,09,908","USD 9,434",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/west-virginia-university/masters-of-science-mechanical-engineering-m-s-m-e,,,,,,,,,,,,,,,,,,,
"16,187",Rs 17.5 Lakhs,"10,46,490",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,"4,849",75,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,56,198","10,150",,,,,,,,,,,,,,,,,,,"15,257",236,"4,655",72,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,680",258,,,"2,069",32,80,Minimum of 158 on the quantitative portion is required,,,,,,,,,,,,,,,,,"Rs. 7,00,677","USD 10,838",,,,,970,15,,,,,https://studyabroad.shiksha.com/usa/universities/university-of-missouri-kansas-city/master-of-science-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"34,786",Rs 36.8 Lakhs,"22,48,915",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"4,849",75,,,,,,,,,,,3.00 GPA,,,,,,,,,,,"58,185",900,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science (M.S.) in Systems and Mechanics,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,64,680","11,828",,,,,,,,,6.5,,,,,,,,,,,,"2,15,931","3,340",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,"1,32,533","2,050",,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.engr.uconn.edu/me/cms/graduate/prospectivestudents11/financialaid,"['University of Connecticut provides financial aid for graduate students in one of these forms - graduate teaching assistantships, graduate research assistantships, and fellowships. \nThese assistantships include a tuition waiver, medical benefits, and a stipend.']",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,"Rs. 14,30,769","USD 22,131",,,,,"1,03,440","1,600",,,,,https://studyabroad.shiksha.com/usa/universities/university-of-connecticut/master-of-science-m-s-in-systems-and-mechanics,,,,,,,,,,,"1,51,152","2,338",,,,,,,
"25,560",Rs 25.7 Lakhs,"16,52,454",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80 GPA,,,,,,,"1,33,502","2,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Masters of Science in Management Science and Engineering,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,An average GRE (Graduate Record Examination) score of 75th percentile in the Quantitative Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,62,224","11,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Reading - 20; Listening - 15; Speaking - 20; Writing - 20,,,,,"25,860",400,,,,,,,,,,,"Rs. 9,21,586","USD 14,255",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/lehigh-university/masters-of-science-in-management-science-and-engineering,,,,,,,,,,,,,,,,,,,
"30,651",Rs 36.8 Lakhs,"19,81,587",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,MS in Mechanical Engineering and Mechanics,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,65,017","13,380",,,,,,,,,7,,,,,,,,,,,,"1,48,049","2,290",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,70,148","8,819",,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,"Rs. 16,97,257","USD 26,253",,,,,"1,14,043","1,764",,,,,https://studyabroad.shiksha.com/usa/universities/drexel-university/ms-in-mechanical-engineering-and-mechanics,,,,,,,,,,,,,,,,,,,
"16,761",Rs 11.8 Lakhs,"10,83,599",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Engineering in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,"99,302","1,536",,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,http://international.lamar.edu/life-at-lamar/finance-issues.html,['Scholarships are provided by the university.'],Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,"Rs. 99,302","USD 1,536",,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/lamar-university/master-of-engineering-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
"16,514",Rs 10.9 Lakhs,"10,67,630",,,,,,,,,,,,,,,Yes,,,,,"3,233",50,,,,,,,,,,,,,,,,,,,,,,,,,3.00 GPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specific cutoff mentioned,,,,,,,,,,,,,,,,,Master of Science in Mechanical Engineering,,,,,,,1.5-2 Years,,,,,,,,,"6,465",100,,,,,,,,,,,Accepted,Students with degrees from non-ABET accredited schools must submit a GRE score,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,930",200,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,"1,940",30,"Rs. 24,567",USD 380,,,,,,,,,,,https://studyabroad.shiksha.com/usa/universities/bradley-university/master-of-science-in-mechanical-engineering,,,,,,,,,,,,,,,,,,,
